productname,brand,price,pagelink,condition,conditiondetails,exteriorcolor,exteriormaterial,hardware,accessories,brandcode,measurements,itemnr,claircode
Vintage Stitched CC Shoulder Bag Caviar Small,Chanel,"
            $1,890
        ",/collections/chanel/products/handbags-chanel-vintage-stitched-cc-shoulder-bag-caviar-small51197305,Very good,". Moderate wear, scuffs, creasing and discoloration on exterior and handles, marks and darkening in interior, scratches on hardware.",Red,Leather,Gold,No Accessories,4060432,"Handle Drop 14.5&quot;, Height 9.5&quot;, Width 10.5&quot;, Depth 3&quot;",51197/305,HB.CH.VSBC.CAV.SM 
Mountain Backpack Shearling with Quilted Calfskin Small,Chanel,"
            $2,275
        ",/collections/chanel/products/handbags-chanel-mountain-backpack-shearling-with-quilted-calfskin-small5478940,Good,". Creasing on exterior, moderate wear and darkening on drawstring and handle. Scuffs and bubbling underneath flap, light wear in interior, scratches on hardware.",Neutral,"Leather, Shearling",Aged Silver,No Accessories,21303875,"Handle Drop 4&quot;, Height 9.5&quot;, Width 9&quot;, Depth 4.5&quot;, Strap Drop 13-15&quot;",54789/40,HB.CH.MOBP.SHEC.SM 
Square Wallet on Chain Quilted Lambskin,Chanel,"
            $2,380
        ",/collections/chanel/products/handbags-chanel-square-wallet-on-chain-quilted-lambskin549311,Excellent,. Light wear on base corners and minor scuff underneath flap.,Blue,Leather,Silver,No Accessories,26869285,"Height 5.5&quot;, Width 6.5&quot;, Depth 1.5&quot;, Strap Drop 22.5&quot;",54931/1,HB.CH.SQWO.QULA 
CC Zip Coin Purse Lace Embossed Goatskin Small,Chanel,"
            $505
        ",/collections/chanel/products/handbags-chanel-cc-zip-coin-purse-lace-embossed-goatskin-small55174200,Very good,". Wear on exterior, peeling on zipper pull base wax edges, minor wear in interior, scratches on hardware.",Black,Leather,Silver,No Accessories,18957710,"Height 3&quot;, Width 4&quot;, Depth 1&quot;",55174/200,AC.CH.OZCP.LCLE.SM 
CC Flap Card Holder Goatskin,Chanel,"
            $560
        ",/collections/chanel/products/handbags-chanel-cc-flap-card-holder-goatskin55174201,Excellent,. Faint scratches on hardware.,Black,Leather,Silver,No Accessories,25681898,"Height 3&quot;, Width 4&quot;, Depth 0.5&quot;",55174/201,AC.CH.CFCH.GTSK 
O Case Clutch Star Embossed Lambskin Medium,Chanel,"
            $980
        ",/collections/chanel/products/handbags-chanel-o-case-clutch-star-embossed-lambskin-medium5490912,Excellent,". Minimal wear in interior, scratches on hardware.",Gold,Leather,Silver,Authenticity Card,24616038,"Height 8&quot;, Width 11&quot;, Depth 1&quot;",54909/12,HB.CH.OCC.EMIC.ME 
Giant Logo Flap Bag Quilted Tweed Small,Chanel,"
            $3,645
        ",/collections/chanel/products/handbags-chanel-giant-logo-flap-bag-quilted-tweed-small5458015,Pristine,. Scratches and discoloration on hardware.,Green,Tweed,Aged Gold,No Accessories,28936791,"Handle Drop 11&quot;, Height 5.5&quot;, Width 7&quot;, Depth 3&quot;, Strap Drop 21&quot;",54580/15,HB.CH.FILO.QTWEE.SM 
Vintage Classic Double Flap Bag Quilted Tweed Medium,Chanel,"
            $2,770
        ",/collections/chanel/products/handbags-chanel-vintage-classic-double-flap-bag-quilted-tweed-medium5490915,Very good,". Light fraying on exterior, minor wear on strap, scuffs and creasing underneath flap. Moderate indentations on interior flap, scratches on hardware.","Black, Gold, Gray, Multicolor",Tweed,Silver,No Accessories,10300248,"Handle Drop 8&quot;, Height 6&quot;, Width 9.5&quot;, Depth 2.5&quot;, Strap Drop 16&quot;",54909/15,HB.CH.VCDFFL.QTWEE.ME 
Brilliant Zippy Wallet Quilted Patent Compact,Chanel,"
            $630
        ",/collections/chanel/products/handbags-chanel-brilliant-zippy-wallet-quilted-patent-compact55174188,Excellent,. Light scratches on hardware.,Red,Patent Leather,Silver,"Box, Authenticity Card",18589838,"Height 3&quot;, Width 4&quot;, Depth 1&quot;",55174/188,AC.CH.ZIPY.QPA.COMP 
Chocolate Bar Wallet Quilted Patent Long,Chanel,"
            $475
        ",/collections/chanel/products/handbags-chanel-chocolate-bar-wallet-quilted-patent-long553243,Good,". Minor scuffs and wear on exterior, creasing and scuffs underneath flap, heavy wear and discoloration in interior, scratches on hardware.",Red,Patent Leather,Gold,No Accessories,7609691,"Height 4.5&quot;, Width 7.5&quot;, Depth 1&quot;",55324/3,AC.CH.CHOBW.QPA.LO 
Chocolate Bar CC Bowler Bag Quilted Patent Large,Chanel,"
            $1,175
        ",/collections/chanel/products/handbags-chanel-chocolate-bar-cc-bowler-bag-quilted-patent-large553242,Very good,". Creasing along opening, light scuffs on exterior, moderate wear and discoloration underneath handles. Minor wear in interior, scratches on hardware.",Red,Leather,Gold,Authenticity Card,7640615,"Handle Drop 6&quot;, Height 7.5&quot;, Width 13&quot;, Depth 6&quot;",55324/2,HB.CH.CBCCB.QPA.LG 
Timeless CC Zipped Wallet Caviar Compact,Chanel,"
            $665
        ",/collections/chanel/products/handbags-chanel-timeless-cc-zipped-wallet-caviar-compact55174184,Great,". Light wear on base corners, minor wear and darkening in interior, scratches on hardware.",Red,Leather,Silver,Authenticity Card,19216459,"Height 3&quot;, Width 4.5&quot;, Depth 1&quot;",55174/184,AC.CH.TCCW.CAV.COMP 
,Chanel,"
            $1,300
        ",/collections/chanel/products/handbags-chanel-beauty-cc-clutch-quilted-caviar4653284,,,,,,,,,,
Vintage Logo Chain Tote Caviar Large,Chanel,"
            $1,120
        ",/collections/chanel/products/handbags-chanel-vintage-logo-chain-tote-caviar-large55078362,Good,". Minor scuffs and wear on exterior, discoloration on zipper tape, creasing on handles. Slight odor and wear in interior, scratches on hardware.",Black,Leather,Gold,No Accessories,4718333,"Handle Drop 15&quot;, Height 11&quot;, Width 13.5&quot;, Depth 4&quot;",55078/362,HB.CH.VLCT.CAV.LG 
Vintage Front Pocket Camera Bag Caviar Large,Chanel,"
            $1,765
        ",/collections/chanel/products/handbags-chanel-vintage-front-pocket-camera-bag-caviar-large54710121,Very good,". Moderate wear, scuffs and creasing on exterior and handles. Minor wear and scuffs in interior, scratches and heavy discoloration on hardware.",Black,Leather,Gold,No Accessories,3044068,"Height 10&quot;, Width 12.5&quot;, Depth 4&quot;, Strap Drop 15&quot;",54710/121,HB.CH.VFPCB.CAV.LG 
Paris-Hamburg Tote Embroidered Wool with Quilted Calfskin Large,Chanel,"
            $2,920
        ",/collections/chanel/products/handbags-chanel-paris-hamburg-tote-embroidered-wool-with-quilted-calfskin-large4748662,Great,". Minor wear and creasing on exterior, light scuffs on handles, scratches on hardware.",Black,"Leather, Wool",Silver,"Dust Bag, Authenticity Card",26189565,"Handle Drop 4&quot;, Height 15.5&quot;, Width 12.5&quot;, Depth 8&quot;, Strap Drop 13&quot;",47486/62,HB.CH.PHTT.EWQC.LG 
Curved Flap Bag Quilted Lambskin Small,Chanel,"
            $3,060
        ",/collections/chanel/products/handbags-chanel-curved-flap-bag-quilted-lambskin-small54710123,Great,". Minimal wear and creasing on exterior, bubbling on base. Scuffs underneath flap, scratches and discoloration on hardware.",Black,Leather,Gold,Authenticity Card,27536842,"Handle Drop 7&quot;, Height 5&quot;, Width 7&quot;, Depth 2&quot;, Strap Drop 14&quot;",54710/123,HB.CH.CVFB.QULA.SM 
Vintage Logo Bowler Bag Quilted Lambskin Large,Chanel,"
            $2,170
        ",/collections/chanel/products/handbags-chanel-vintage-logo-bowler-bag-quilted-lambskin-large54710140,Very good,". Odor in interior. Moderate creasing on exterior, discoloration and wear on front logo and leather trims. Scuffs, marks and wear in interior, scratches and tarnish on hardware.",Black,Leather,Gold,"Dust Bag, Authenticity Card",3595519,"Handle Drop 5.5&quot;, Height 10&quot;, Width 18.5&quot;, Depth 6&quot;",54710/140,HB.CH.VTBL.QULA.LG 
Boy Flap Bag Quilted Calfskin Large,Chanel,"
            $3,450
        ",/collections/chanel/products/handbags-chanel-boy-flap-bag-quilted-calfskin-large54710111,Good,". Heavy discoloration on exterior and underneath flap, loss of shape on base, scuffs underneath flap. Stains, darkening and wear in interior, scratches on hardware.",Brown,Leather,Aged Silver,No Accessories,18376444,"Handle Drop 12&quot;, Height 8&quot;, Width 12&quot;, Depth 3&quot;, Strap Drop 21&quot;",54710/111,HB.CH.BF.QLC.LG 
Vintage Chocolate Bar Multipocket Flap Bag Quilted Leather Medium,Chanel,"
            $925
        ",/collections/chanel/products/handbags-chanel-vintage-chocolate-bar-multipocket-flap-bag-quilted-leather-medium55078207,Fair,". Heavy wear and discoloration on exterior corners, flap edges and strap. Moderate creasing, wear and scuffs on exterior and underneath flap, light wear in interior, scratches on hardware.",Black,Leather,"Silver, Matte",Authenticity Card,6054647,"Handle Drop 10.5&quot;, Height 8.5&quot;, Width 12&quot;, Depth 4&quot;, Strap Drop 17.5&quot;",55078/207,HB.CH.VCBMF.QLE.ME 
Vintage Timeless Zip Tote Caviar Medium,Chanel,"
            $2,465
        ",/collections/chanel/products/handbags-chanel-vintage-timeless-zip-tote-caviar-medium55078235,Great,". Wear on base corners, creasing on exterior and handles, minor wear in interior, scratches on hardware.",Black,Leather,Gold,No Accessories,5487916,"Handle Drop 9&quot;, Height 11&quot;, Width 13.5&quot;, Depth 6&quot;",55078/235,HB.CH.VTZT.CAV.ME 
CC Chain Flap Quilted Glazed Calfskin Small,Chanel,"
            $2,015
        ",/collections/chanel/products/handbags-chanel-cc-chain-flap-quilted-glazed-calfskin-small5471031,Very good,". Creasing on exterior and shoulder pad, glue stains on opening trim and shoulder pad edges. Wear on strap, stain in interior, scratches and discoloration on hardware.",Neutral,Leather,Gold Tone,No Accessories,16035051,"Height 6.5&quot;, Width 8.5&quot;, Depth 2&quot;, Strap Drop 10.5&quot;",54710/31,HB.CH.CCHF.QGLC.SM 
Camellia Clasp Clutch Quilted Lambskin Long,Chanel,"
            $2,225
        ",/collections/chanel/products/handbags-chanel-camellia-clasp-clutch-quilted-lambskin-long468435,Great,". Minor wear on exterior corners, scratches on hardware.",Pink,Leather,Silver,No Accessories,20567299,"Height 4.5&quot;, Width 12&quot;, Depth 1&quot;",46843/5,HB.CH.CACL.QULA.LO 
On My Shoulder Drawstring Bag Quilted Calfskin Small,Chanel,"
            $2,715
        ",/collections/chanel/products/handbags-chanel-on-my-shoulder-drawstring-bag-quilted-calfskin-small548112,Good,". Loss of shape and heavy scuffs on exterior and strap. Wear on base corners and in interior, scratches and discoloration on hardware.",Green,Leather,Gold,"Dust Bag, Authenticity Card",23166471,"Handle Drop 5&quot;, Height 11.5&quot;, Width 10&quot;, Depth 6&quot;, Strap Drop 17&quot;",54811/2,HB.CH.OMSH.QLC.SM 
Reissue 2.55 Flap Bag Quilted Metallic Aged Calfskin 226,Chanel,"
            $2,455
        ",/collections/chanel/products/handbags-chanel-reissue-255-flap-bag-quilted-metallic-aged-calfskin-226549093,Very good,". Minor wear on base and flap corners, creasing on exterior and underneath flap. Moderate glue stains on flaps and interior pocket zipper pull, scuffs in interior, scratches on hardware.",Silver,Leather,Silver,No Accessories,11573259,"Handle Drop 9.5&quot;, Height 7&quot;, Width 10.5&quot;, Depth 3&quot;, Strap Drop 17.5&quot;",54909/3,HB.CH.R255.MQAC.226 
Gabrielle Hobo Sequins Small,Chanel,"
            $4,200
        ",/collections/chanel/products/handbags-chanel-gabrielle-hobo-sequins-small551761,Excellent,. Slight indentations on base bottom. scratches on hardware.,Black,Sequins,"Gold, Aged Silver","Authenticity Card, Dust Bag",26573932,"Height 6&quot;, Width 8&quot;, Depth 3&quot;, Strap Drop 17-29&quot;",55176/1,HB.CH.GBHB.SEQN.SM 
Bicolor Camera Case Bag Lambskin and Caviar Medium,Chanel,"
            $2,455
        ",/collections/chanel/products/handbags-chanel-bicolor-camera-case-bag-lambskin-and-caviar-medium5490943,Very good,". Wear and creasing on exterior, minor wear and small marks in interior, scratches on hardware.","Black, Gold",Leather,Gold Tone,"Dust Bag, Authenticity Card",23327711,"Handle Drop 10&quot;, Height 7.5&quot;, Width 11&quot;, Depth 4.5&quot;",54909/43,HB.CH.BLRC.CVRA.ME 
Front Zip Camera Bag Quilted Lambskin with Tweed Small,Chanel,"
            $3,640
        ",/collections/chanel/products/handbags-chanel-classic-single-flap-bag-woven-raffia-and-ribbon-with-chain-detail-mini5490923,Excellent,. Faint scratches on hardware.,Pink,"Tweed, Leather","Silver Brand Code: 28079246Clair Code: HB.CH.FRXC.QTWE.SM Item Number: 54909/23"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/54909-23_20Chanel_20Classic_20Single_20Flap_20Bag_20Woven_20Raff_2D_0002_grande.jpg?v=1585579963"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""3640"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-chanel-classic-single-flap-bag-woven-raffia-and-ribbon-with-chain-detail-mini5490923?variant=31473838325830""
            }}
</script>
","Box, Dust Bag, Authenticity Card",,"Handle Drop 11&quot;, Height 5.5&quot;, Width 8&quot;, Depth 3&quot;, Strap Drop 21&quot;",54909/23,
Diamond CC Wallet on Chain Chevron Patent,Chanel,"
            $2,385
        ",/collections/chanel/products/handbags-chanel-diamond-cc-wallet-on-chain-chevron-patent55078287,Excellent,". Light indentations underneath flap, faint scratches on hardware.",Purple,Patent Leather,Gun Metal,"Box, Dust Bag, Authenticity Card",21787514,"Height 5&quot;, Width 7.5&quot;, Depth 1.5&quot;, Strap Drop 23.5&quot;",55078/287,HB.CH.DCCW.CHPA 
Paris in Rome Drawstring Bag Quilted Lambskin Small,Chanel,"
            $2,470
        ",/collections/chanel/products/handbags-chanel-paris-in-rome-drawstring-bag-quilted-lambskin-small548113,Fair,". Heavy discoloration and scuffs on exterior, strap and handle. Odor in interior, scratches on hardware.",Blue,Leather,Aged Gold,"Authenticity Card, Dust Bag, With Strap",23179796,"Handle Drop 6.5&quot;, Height 7&quot;, Width 11&quot;, Depth 4&quot;, Strap Drop 22&quot;",54811/3,HB.CH.PRDW.QULA.SM 
Doudoune Backpack Embossed Nylon Medium,Chanel,"
            $2,245
        ",/collections/chanel/products/handbags-chanel-doudoune-backpack-embossed-nylon-medium551412,Excellent,. Scratches on hardware.,Blue,Fabric,Aged Silver,Authenticity Card,25915890,"Handle Drop 2&quot;, Height 16&quot;, Width 12&quot;, Depth 5&quot;, Strap Drop 9-15&quot;",55141/2,HB.CH.DDBP.EBNY.ME 
Classic Card Holder Quilted Lambskin,Chanel,"
            $565
        ",/collections/chanel/products/handbags-chanel-classic-card-holder-quilted-lambskin54909110,Very good,". Wear on exterior corners, scratches on hardware.",Pink,Leather,Silver,"Box, Dust Bag, Authenticity Card",27346590,"Height 3&quot;, Width 4.5&quot;, Depth 0.5&quot;",54909/110,AC.CH.OCHZ.QULA 
Vintage CC Tassel Camera Bag Suede Mini,Chanel,"
            $1,540
        ",/collections/chanel/products/handbags-chanel-vintage-cc-tassel-camera-bag-suede-mini5527318,Great,". Moderate wear and discoloration on exterior, minor wear in interior, scratches on hardware.",Black,Suede,Gold,No Accessories,1546703,"Height 5&quot;, Width 7&quot;, Depth 2&quot;, Strap Drop 17&quot;",55273/18,HB.CH.VTB.SUD.MI 
Deauville Pouch Raffia Large,Chanel,"
            $1,095
        ",/collections/chanel/products/handbags-chanel-deauville-pouch-raffia-large5072887,Great,". Minor discoloration and wear on exterior, scratches on hardware.",Blue,Raffia,Silver,"Box, Authenticity Card",25244658,"Height 9.5&quot;, Width 13.5&quot;, Depth 0.5&quot;",50728/87,HB.CH.DVLP.RAFF.LG 
On The Road Tote Quilted Leather Small,Chanel,"
            $1,140
        ",/collections/chanel/products/handbags-chanel-on-the-road-tote-quilted-leather-small541341,Odor in interior,". Moderate wear and discoloration on base and opening corners, loss of shape on exterior and handles, minor cracking on handle wax edges. Small marks in interior, scratches on hardware. Accessories: No Accessories  Measurements: Handle Drop 9&quot;, Height 10&quot;, Width 14&quot;, Depth 6&quot; Designer: Chanel Model: On The Road Tote Quilted Leather Small Exterior Material: Leather Exterior Color: Gray Interior Material: Satin Interior Color: Blue Hardware Color: Silver Brand Code: 15054152 Clair Code: HB.CH.ORTO.QLE.SM Item Number: 54134/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/54134-1_20Chanel_20On_20The_20Road_20Tote_20Quilted_20Leather_20Sm_2D_0002_grande.jpg?v=1582840194"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""1140"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-chanel-on-the-road-tote-quilted-leather-small541341?variant=31403637145670""
            }}
</script>
",Gray,Leather,Silver,No Accessories,15054152,"Handle Drop 9&quot;, Height 10&quot;, Width 14&quot;, Depth 6&quot;",54134/1,HB.CH.ORTO.QLE.SM 
Coco Top Handle Bag Chevron Calfskin Large,Chanel,"
            $4,240
        ",/collections/chanel/products/handbags-chanel-coco-top-handle-bag-chevron-calfskin-large544234,Great,". Minor wear on base corners, creasing near base and underneath flap, scratches and discoloration on hardware.",Black,Leather,Gold,"Dust Bag, Authenticity Card, With Strap",24863488,"Handle Drop 3.5&quot;, Height 8&quot;, Width 12.5&quot;, Depth 5&quot;, Strap Drop 19&quot;",54423/4,HB.CH.COTH.CHCA.LG 
Wallet on Chain Quilted Caviar,Chanel,"
            $1,985
        ",/collections/chanel/products/handbags-chanel-wallet-on-chain-quilted-caviar5377163,Fair,". Moderate wear along exterior and flap edges, indentations on front pocket underneath flap. Heavy darkening in interior zipper pocket, marks and wear in interior, scratches and discoloration on hardware.",Black,Leather,Gold,Authenticity Card,17999832,"Height 5&quot;, Width 7.5&quot;, Depth 1.5&quot;, Strap Drop 25&quot;",53771/63,HB.CH.WOC.QCA 
Vintage Pocket Camera Bag Chevron Lambskin Medium,Chanel,"
            $2,035
        ",/collections/chanel/products/handbags-chanel-vintage-pocket-camera-bag-chevron-lambskin-medium544235,Good,". Moderate wear and discoloration on exterior corners and handles, scuffs and slight creasing on exterior. Minor wear in interior, scratches on hardware.",Black,Leather,Gold,"Box, Pochette, Authenticity Card",6869867,"Handle Drop 8&quot;, Height 8&quot;, Width 11&quot;, Depth 3.5&quot;",54423/5,HB.CH.VCPCB.CHVLS.ME 
