productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Monogram Stokowski Secretary Desk Trunk,https://www.fashionphile.com/louis-vuitton-monogram-stokowski-secretary-desk-trunk-265480,"
                                                    $38,250                                            ",Louis Vuitton,,265480,Travel & Luggage,15 ,37 ,18 ,,Circa 1990s,,"We guarantee this is an authentic LOUIS VUITTON Monogram Stokowski Secretary Desk Trunk or 100% of your money back. The antique quality and exceptional beauty of this classic trunk evokes the spirit of Louis Vuitton heritage and tradition. Suitable for home or office decor, this upright trunk is made of original LV monogrammed canvas and is embellished with Louis Vuitton engraved studs, leather trim and wood reinforcements. Functional brass latches open to a unique shelving system including drawers and and a fold out wooden desk. Originally designed for famed composer Leopold Stokowski to store his sheet music and typewriter, this beautiful object d'art is a historic masterpiece, by Louis Vuitton.
Please note: this item is final sale and returns are not accepted. Please contact Client Services for shipment prices and to arrange delivery. Domestic shipping only. ",Very G,"Scuffs , nicks , edge wear , substantial corner wea","Oxidation , scratch(es) , tarnish","Surface wear , scuffs","Residue marks , scuffs , musty odor, surface wea",
Monogram Reporter GM,https://www.fashionphile.com/louis-vuitton-monogram-reporter-gm-506825,"
                                                    $710                                            ",Louis Vuitton,"1,400",506825,Handbags,14.25 ,10.75 ,6.25 ,10.25 ,2003,,"We guarantee this is an authentic LOUIS VUITTON Monogram Reporter GM or 100% of your money back. This bag is crafted of Louis Vuitton Monogram toile canvas. It features a front patch pocket, vachetta cowhide leather borders, an adjustable shoulder strap, and two zipper compartments. The zippers compartments open to a spacious beige interior, one of them with patch pockets. This is the perfect shoulder bag for everyday essentials, from Louis Vuitton!",Very G,"Corner wear, structure wear , patina of vachetta , edge wear , marks, liquid marks, faint scuffs",,"Edge wear , scuffs , patina , pilling, cracks","Musty odor, marks",
Monogram Teddy Speedy Bandouliere 25,https://www.fashionphile.com/louis-vuitton-monogram-teddy-speedy-bandouliere-25-465773,"
                                                    $3,995                                            ",Louis Vuitton,,465773,Crossbody,10.25 ,7.75 ,5.75 ,18.5 ,2019,"box, strap, strap extender, lock, 2 key","We guarantee this is an authentic LOUIS VUITTON Monogram Teddy Speedy Bandouliere 25 or 100% of your money back. This new take on a classic features giant Louis Vuitton monogram on shearling fleece. The bag features a brown leather trim, rolled top handles, and an optional adjustable shoulder strap with polished gold tone hardware. The top zippers open the bag to a red fabric interior with a zipper pocket. This chic shoulder bag is a true collectible, from Louis Vuitton!",New,,,,,
Monogram Palermo PM,https://www.fashionphile.com/louis-vuitton-monogram-palermo-pm-506638,"
                                                    $845                                            ",Louis Vuitton,"1,650",506638,Crossbody,11.5 ,10.5 ,6.5 ,14 ,2009,rap,"We guarantee this is an authentic LOUIS VUITTON Monogram Palermo PM or 100% of your money back. This popular tote is crafted of Louis Vuitton monogram coated canvas, and is pleated stylishly at the center. The bag features vachetta cowhide leather handles, an optional, adjustable shoulder strap, and polished brass hardware including an LV monogram zipper pull charm. The top unzips to a cocoa brown fabric interior with patch pockets. This is a gorgeous tote for everyday use, from Louis Vuitton!",Very G,"Corner wear, scuffs , patina of vachetta , edge wear , liquid marks","Scratch(es) , tarnish","Edge wear , scuffs , darkening , patina , liquid marks, popped stitch(es)","Marks, edge wea",
Monogram Nano Speedy,https://www.fashionphile.com/louis-vuitton-monogram-nano-speedy-507236,"
                                                    $1,610                                            ",Louis Vuitton,,507236,Crossbody,6.25 ,4.75 ,3.75 ,21.5 ,2015,,"We guarantee this is an authentic LOUIS VUITTON Monogram Nano Speedy or 100% of your money back. This stylish, petite tote is crafted of Louis Vuitton monogram on toile canvas. The shoulder bag features vachetta cowhide rolled leather top handles with small polished brass links and a vachetta leather cross body shoulder strap. The top zipper opens to a cocoa fabric interior. This mini speedy has plenty of room for everyday essentials with the luxury and style of Louis Vuitton!",Very G,"Patina of vachetta , edge wea","Scratch(es) , tarnished, plating","Edge wear , darkening , patina , marks",,
Monogram Nano Speedy,https://www.fashionphile.com/louis-vuitton-monogram-nano-speedy-507702,"
                                                    $1,705                                            ",Louis Vuitton,,507702,Crossbody,6 ,4.25 ,4 ,21 ,2019,dust bag,"We guarantee this is an authentic LOUIS VUITTON Monogram Nano Speedy or 100% of your money back. This stylish, petite tote is crafted of Louis Vuitton monogram on toile canvas. The shoulder bag features vachetta cowhide rolled leather top handles with small polished brass links and a vachetta leather cross body shoulder strap. The top zipper opens to a cocoa fabric interior. This mini speedy has plenty of room for everyday essentials with the luxury and style of Louis Vuitton!",Excell,,,Pati,,
Grained Calfskin Vivienne NM Bleu Marine,https://www.fashionphile.com/louis-vuitton-grained-calfskin-vivienne-nm-bleu-marine-506488,"
                                                    $2,085                                            ",Louis Vuitton,"3,450",506488,Crossbody,8.5 ,6 ,3.75 ,19 ,2017,"box, dust bag, luggage tag","We guarantee this is an authentic LOUIS VUITTON Grained Calfskin Vivienne NM Bleu Marine or 100% of your money back. This chic bag is crafted of dark blue grained calfskin leather. This versatile bag converts easily from a shoulder bag to a handbag by removing the optional adjustable strap. A prominent LV signature logo in polished silver adorns the front flap, which opens to a matching leather interior with flat pockets and a small zippered compartment. The elegant style and exceptional quality of this bag will complement your finest attire for special events, only from Louis Vuitton!",Very G,"Corner wear, scuffs , marks",Scratch(es),"Surface wear , scuffs , sizing marks","Residue marks , scuffs , surface wea",
Monogram Teddy Bumbag,https://www.fashionphile.com/louis-vuitton-monogram-teddy-bumbag-506319,"
                                                    $5,220                                            ",Louis Vuitton,,506319,Belt Bags,15.75 ,8.25 ,6.75 ,,2020,"box, dust bag",We guarantee this is an authentic LOUIS VUITTON Monogram Teddy Bumbag or 100% of your money back. This stylish waist bag is created out of shearling fleece. The bag features a brown top handle and an adjustable waist strap. The zippers open to a red fabric interior. This is an excellent waist bag that is chic and practical from Louis Vuitton!,New,,Faint scratch(es),,,
Empreinte Giant Onthego GM Creme,https://www.fashionphile.com/louis-vuitton-empreinte-giant-onthego-gm-creme-502843,"
                                                    $3,795                                            ",Louis Vuitton,,502843,Handbags,16.25 ,12.5 ,6.5 ,11.5 ,2019,"box, dust bag","We guarantee this is an authentic LOUIS VUITTON Empreinte Giant Onthego GM Creme or 100% of your money back. This limited edition tote features oversized and smaller sized versions of the classic Louis Vuitton monogram coated canvas in an off white. The bag features ivory leather top handles and long strap handles. The top opens to a spacious brown microfiber interior with zipper and patch pockets. This is a gorgeous tote with an exceptional look for a day of play, from Louis Vuitton!",Excell,Faint corner wea,Faint scratch(es),,mprints,
Smooth Calfskin Colored Monogram Speedy Amazon MM Blue Black,https://www.fashionphile.com/louis-vuitton-smooth-calfskin-colored-monogram-speedy-amazon-mm-blue-black-457109,"
                                                    $2,375                                            ",Louis Vuitton,"3,950",457109,Crossbody,10.75 ,8.5 ,6.5 ,8.5 ,2016,"luggage tag, lock, missing key","We guarantee this is an authentic LOUIS VUITTON Smooth Calfskin Colored Monogram Speedy Amazon MM Blue Black or 100% of your money back. This stunning speedy is crafted of smooth calfskin leather in black. The shoulder bag features a blue monogram toile canvas trim, adjustable monogram shoulder strap and brass hardware. The zipper opens to a beige leather interior with patch pockets. This is a marvelous shoulder bag for everyday wear, from Louis Vuitton!",Excell,Faint scuffs,Faint scratch(es),,,Missing lock and/or key(s)
Monogram Melie,https://www.fashionphile.com/louis-vuitton-monogram-melie-489658,"
                                                    $1,565                                            ",Louis Vuitton,"2,000",489658,Handbags,11.75 ,13.25 ,4.75 ,15.5 ,2016,dust bag (additional shoulder strap not included),"We guarantee this is an authentic LOUIS VUITTON Monogram Melie or 100% of your money back. This chic hobo is finely crafted of classic Louis Vuitton monogram coated canvas. The shoulder bag features horizontal zipper pockets, a vachetta leather handle with polished brass clasps and links. The top is open to a deep purple fabric interior with patch pockets. This is an excellent hobo for everyday wear with the luxury and style of Louis Vuitton!",Very G,"Marks, wear at resin glazing, faint corner wea",Plating,"Creases, patina , liquid marks, marks","Musty odor, pocket(s) stretched",
