productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Caviar Quilted Petit Shopping Tote PST Black,https://www.fashionphile.com/chanel-caviar-quilted-petit-shopping-tote-pst-black-506186,"
                                                    $1,550                                            ",Chanel,"2,200",506186,Handbags,9.5 ,9.5 ,3.25 ,9.25 ,,"box, dust bag, authenticity card",We guarantee this is an authentic CHANEL Caviar Quilted Petit Shopping Tote PST Black or 100% of your money back. This stylish tote is crafted of diamond quilted caviar leather in black. This shoulder bag features a large embossed Chanel CC on the face and gold chain link handles threaded with leather. The top opens to a spacious black fabric interior with zipper and patch pockets. This tote has a look of timelessness for every day from Chanel! ,Very G,"Corner wear, creases, structure wear , edge wea","Scratch(es) , tarnished, plating",,"Fading, musty odor, surface wear, stain(s)",
Woven Straw Raffia Striped Large Deauville Tote Black,https://www.fashionphile.com/chanel-woven-straw-raffia-striped-large-deauville-tote-black-475272,"
                                                    $4,450                                            ",Chanel,,475272,Handbags,15 ,12 ,8.25 ,12.5 ,2020,"box, dust bag, authenticity card, retail tags attached","We guarantee this is an authentic CHANEL Woven Straw Raffia Striped Large Deauville Tote Black or 100% of your money back. This stylish hand bag is crafted of fine woven straw raffia in black with an embroidered Chanel Rue Cambon Paris logo. It features black rolled leather top handles, black fabric top trim and black fabric threaded gold chain shoulder straps. The top is open to a black fabric interior with zipper and patch pockets. This is a perfect everyday tote, from Chanel!",New,,Protective plastic sticker(s) intact,,Protective plastic sticker(s) intac,
Lambskin Quilted Jumbo Double Flap Turquoise,https://www.fashionphile.com/chanel-lambskin-quilted-jumbo-double-flap-turquoise-506162,"
                                                    $4,295                                            ",Chanel,"6,400",506162,Crossbody,11.75 ,8.25 ,3.5 ,23.25 ,2014,dust bag,We guarantee this is an authentic CHANEL Lambskin Quilted Jumbo Double Flap Turquoise or 100% of your money back. This timeless piece is crafted of soft and smooth diamond quilted lambskin leather in turquoise. The shoulder bag features polished silver chain link shoulder straps threaded with matching leather. The front flap has a polished silver CC turn lock that opens to a blue leather interior with zipper and patch pockets. This is an excellent bag that is functional for everyday use and a chic bag for parties and special events that call for the special timeless quality and style you can rely on from Chanel.,Very G,"dge wear , marks, faint scuffs",Faint scratch(es),"Edge wear , marks",mprints,
Caviar Chevron Quilted Medium Coco Handle Flap Black,https://www.fashionphile.com/chanel-caviar-chevron-quilted-medium-coco-handle-flap-black-476877,"
                                                    $3,635                                            ",Chanel,"4,300",476877,Crossbody,12.5 ,7.5 ,4.5 ,19.25 ,,"rap, authenticity card","We guarantee this is an authentic CHANEL Caviar Chevron Quilted Medium Coco Handle Flap Black or 100% of your money back. This classic tote is crafted of chevron-quilted caviar leather in black. The bag features a rear patch pocket, a rolled leather top handle, and an optional leather-threaded aged gold chain link shoulder strap with a shoulder pad. The crossover flap opens with a matching gold classic CC turn lock to a partitioned burgundy fabric interior with zipper and patch pockets. This bag is suitable for all of your day or evening essentials, with the timeless quality and style of Chanel!",Very G,"Corner wear, edge wea","Scratch(es) , tarnished, plating","Edge wear , creases, marks","Residue marks , marks, pilling",
Lurex Canvas Small Deauville Tote Navy Blue Gold,https://www.fashionphile.com/chanel-lurex-canvas-small-deauville-tote-navy-blue-gold-497991,"
                                                    $2,995                                            ",Chanel,,497991,Handbags,13.5 ,10 ,6.5 ,10.5 ,2019,authenticity card,"We guarantee this is an authentic CHANEL Lurex Canvas Small Deauville Tote Navy Blue Gold or 100% of your money back. This lovely tote is crafted of fine dark blue denim canvas with a gold lurex Chanel printed advertisement logo. The bag features navy blue strap handles and gold chain link fabric threaded shoulder straps. The wide top opens to a blue fabric interior with zipper and patch pockets. Enjoy this tote for everyday needs, with the timeless style only from Chanel!",New,,Faint scratch(es),,,
Grained Calfskin Quilted Medium CC Chain Bucket Drawstring Bag Black,https://www.fashionphile.com/chanel-grained-calfskin-quilted-medium-cc-chain-bucket-drawstring-bag-black-450274,"
                                                    $4,275                                            ",Chanel,"4,500",450274,Handbags,8.75 ,9.75 ,5.25 ,21 ,2019,"dust bag, strap","We guarantee this is an authentic CHANEL Grained Calfskin Quilted Medium CC Chain Bucket Drawstring Bag Black or 100% of your money back. This stylish handbag is crafted of chevron quilted grained calfskin leather in black. The bag features two outer patched pockets, a leather handle with an optional silver shoulder chain and a leather shoulder pad. This beautiful bag is detailed with a leather threaded chain cinch cord along the top frame that tightens with a dark silver tone CC. The top opens to a black fabric interior with a zipper and patched pocket. This is an ideal everyday bag, from Chanel!",Excell,Faint corner wea,"Protective plastic sticker(s) intact, faint scratch(es)",,Scuffs,
Lambskin Mini Chic With Me Flap Beige,https://www.fashionphile.com/chanel-lambskin-mini-chic-with-me-flap-beige-447281,"
                                                    $2,055                                            ",Chanel,"3,750",447281,Crossbody,7.5 ,5 ,2.25 ,23 ,2014,,"We guarantee this is an authentic CHANEL Lambskin Mini Chic With Me Flap Beige or 100% of your money back. This chic little crossbody classic is featured in soft lambskin leather. The hardware includes a Chanel CC press lock and a gold chain link shoulder strap with a leather shoulder pad. The front flap opens to a burgundy leather interior with a zipper and patch pocket. This is an excellent evening bag or petite grab and go bag for just the essentials, by Chanel!",Very G,"Creases, discoloration, color transfer , edge wear , indentations, faint corner wear, faint scuffs","Scratch(es) , tarnish","Edge wear , structure wear",Marks,
Caviar Quilted Small Double Flap Black,https://www.fashionphile.com/chanel-caviar-quilted-small-double-flap-black-472141,"
                                                    $6,175                                            ",Chanel,,472141,Crossbody,9 ,5.75 ,2.75 ,17 ,,"box, dust bag, authenticity card","We guarantee this is an authentic CHANEL Caviar Quilted Small Double Flap Black or 100% of your money back. This chic petite shoulder bag is crafted of diamond-quilted caviar leather in black. The bag features a rear patch pocket, a leather-threaded polished silver chain-link shoulder strap, and a matching silver classic CC turn lock on the crossover flap. This opens the bag to reveal an inner flap, and a smooth burgundy leather interior with patch pockets. Enjoy this fabulous bag for everyday essentials or special events, with the timeless quality of Chanel!",New,,Protective plastic sticker(s) intact,,,
Lambskin Quilted Large Shoulder Flap Bag Black,https://www.fashionphile.com/chanel-lambskin-quilted-large-shoulder-flap-bag-black-504177,"
                                                    $1,650                                            ",Chanel,,504177,Shoulder Bags,14.5 ,11 ,3.5 ,17.5 ,Circa 1980s,,"We guarantee this is an authentic CHANEL Lambskin Quilted Large Shoulder Flap Bag Black or 100% of your money back. This stylish vintage shoulder bag is finely crafted of luxurious lambskin leather in black. This features a gold chain link shoulder strap threaded with black leather, a front external flap and a gold hardware. The interior features black leather with two zipper pockets. Please note: due to the age of this item, the inner quilting material has a sandy feel.",Very G,"Creases, leather has been treated, sticky surface, faint scuffs","Scratch(es) , tarnish","Surface wear , edge wear","Musty odor, surface wear, marks",
Striped Canvas Large Deauville Tote Black,https://www.fashionphile.com/chanel-striped-canvas-large-deauville-tote-black-456741,"
                                                    $3,190                                            ",Chanel,,456741,Handbags,14.75 ,11.5 ,8.75 ,11.75 ,2018,,We guarantee this is an authentic CHANEL Striped Canvas Large Deauville Tote Black or 100% of your money back. This lovely tote is crafted of a fine striped canvas with a white Chanel advertisement logo. The shoulder bag features rolled navy blue leather top handles and polished silver chain link fabric threaded shoulder straps. The broad top opens to a light grey fabric interior with zipper and patch pockets. Enjoy this tote for everyday needs with the timeless style only from Chanel! ,Very G,"Pilling , marks",Scratch(es),"Scuffs , frayed stitch(es)",,Altered/repaired
