productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Calfskin Half Moon Logo Hobo Red,https://www.fashionphile.com/gucci-calfskin-half-moon-logo-hobo-red-499513,"
                                                    $1,040                                            ",Gucci,"1,750",499513,Handbags,12 ,9.5 ,3.5 ,15.25 ,,dust bag,"We guarantee this is an authentic GUCCI Calfskin Half Moon Logo Hobo Red or 100% of your money back. This stylish hobo bag is crafted of red calfskin leather. The bag features a red leather looping shoulder strap with brass hoop links and a decorative Gucci logo print. The top zipper opens to a fabric interior with a zipper pocket. This is a chic hobo, ideal for everyday use with a pop of bright color to the traditional style and sophistication from Gucci!",Excell,,,,,
Calfskin Logo Drawstring Backpack Black,https://www.fashionphile.com/gucci-calfskin-logo-drawstring-backpack-black-503371,"
                                                    $945                                            ",Gucci,"1,980",503371,Backpacks,15 ,17.25 ,,11.5 ,,"dust bag, companion pouc","We guarantee this is an authentic GUCCI Calfskin Logo Drawstring Backpack Black or 100% of your money back. This stylish backpack is crafted of black calfskin leather with the Gucci logo underlined by a green and red web stripe. The bag features black leather top handles and braided red and green drawstring shoulder straps. The top is open to a spacious black suede leather interior with a hanging non-removable zipper pouch. This chic backpack is suitable for daily necessities or light travel, with the designer appeal of Gucci!",New,,,,,
Calfskin Mini Sylvie Bag White,https://www.fashionphile.com/gucci-calfskin-mini-sylvie-bag-white-500745,"
                                                    $1,420                                            ",Gucci,"1,980",500745,Crossbody,7.5 ,5.75 ,3 ,19.25 ,,,"We guarantee this is an authentic GUCCI Calfskin Mini Sylvie Bag White or 100% of your money back. This chic structured shoulder bag is crafted of smooth off white calfskin leather and features a prominent front flap detailed with a central canvas red and navy blue web stripe. the flap also features a gold chain top shoulder strap to compliment the polished gold chain buckle lock closure. The top flap opens to a camel brown microfiber interior with a patch pocket. This shoulder bag is a chic statement bag, with the sophisticated style only from Gucci!",Very G,"Scuffs , marks",Scratch(es),,"Scuffs , marks, imprints",
Velvet Matelasse Small GG Marmont Beige,https://www.fashionphile.com/gucci-velvet-matelasse-small-gg-marmont-beige-503881,"
                                                    $1,035                                            ",Gucci,"1,200",503881,Crossbody,9.75 ,5.75 ,2.75 ,22.5 ,,dust bag,"We guarantee this is an authentic GUCCI Velvet Matelasse Small GG Marmont Beige or 100% of your money back. This shoulder bag is crafted of soft velvet in dark beige. This bag features an aged gold chain shoulder strap with a leather shoulder pad, an interlocking aged gold GG logo on the front, and a quilted GG on the back. The top unzips to a pink satin interior with a patch pocket. This compact, yet spacious shoulder bag is perfect for any time of the day, from Gucci!",Excell,Imprints,,,,
Calfskin Mens Logo Drawstring Backpack Red,https://www.fashionphile.com/gucci-calfskin-mens-logo-drawstring-backpack-red-496480,"
                                                    $765                                            ",Gucci,"1,980",496480,Backpacks,14.75 ,17.75 ,,5 ,,dust bag,"We guarantee this is an authentic GUCCI Calfskin Mens Logo Drawstring Backpack Red or 100% of your money back. This stylish backpack is crafted of red calfskin leather with the Gucci name logo underlined by a green and red web stripe. The backpack features black leather top handles and a black and red braided drawstring shoulder straps. The side cording gathers around the top to cinch the backpack closed and opens to a spacious red interior with a hanging non-removable pouch. This stylish backpack is suitable for daily necessities or light travel, with the designer appeal of Gucci!",New,,,,,
Velvet Matelasse Small GG Marmont Black,https://www.fashionphile.com/gucci-velvet-matelasse-small-gg-marmont-black-503894,"
                                                    $1,125                                            ",Gucci,,503894,Crossbody,9.75 ,5.75 ,3 ,22.25 ,,dust bag,"We guarantee this is an authentic GUCCI Velvet Matelasse Small GG Marmont Black or 100% of your money back. This shoulder bag is crafted of soft black velvet. This bag features aged gold hardware, an adjustable shoulder strap with a leather shoulder pad. The front features an interlocking aged gold GG logo and the back showcases a quilted GG. The top unzips with a leather zipper pull strap and opens to a pink satin interior with a patched pocket. This compact, yet spacious shoulder bag is perfect for any time of the day; whether it be for casual or formal wear, from Gucci!",Excell,Imprints,,,,
Calfskin Matelasse Medium GG Marmont Shoulder Bag Cerise,https://www.fashionphile.com/gucci-calfskin-matelasse-medium-gg-marmont-shoulder-bag-cerise-499021,"
                                                    $1,345                                            ",Gucci,"1,980",499021,Crossbody,1 ,8 ,2 ,19.5 ,,,"We guarantee this is an authentic GUCCI Calfskin Matelasse Medium GG Marmont Shoulder Bag Cerise or 100% of your money back. This shoulder bag is crafted of supple calfskin leather in red. This bag features an aged gold chain shoulder strap with a leather shoulder pad and an interlocking GG logo on the front. The top opens with a magnetic snap to a partitioned beige microfiber interior with zipper and patch pockets. This chic shoulder bag is perfect for anytime of the day, whether it be for casual or formal wear, from Gucci!",New,,,,,
Calfskin Embroidered Extra Large Dionysus Hobo Black,https://www.fashionphile.com/gucci-calfskin-embroidered-extra-large-dionysus-hobo-black-500672,"
                                                    $1,575                                            ",Gucci,"3,900",500672,Handbags,19 ,14.5 ,3 ,8.75 ,,dust bag,"We guarantee this is an authentic GUCCI Calfskin Embroidered Extra Large Dionysus Hobo Black or 100% of your money back. This stylish bag is crafted of black calfskin leather, with two embroidered King Charles Spaniel dog patches on the front. This shoulder bag features a large textured silver horseshoe with tiger head spurs on the crossover strap, and an adjustable shoulder strap with aged silver hardware. The top is open to a beige microfiber interior with zipper and patch pockets. This chic tote is suitable for everyday necessities, from Gucci!",Excell,"Creases, faint scuffs",,"Scuffs , sizing marks",,
Calfskin GG Marmont Chain Wallet Vulcanic Red,https://www.fashionphile.com/gucci-calfskin-gg-marmont-chain-wallet-vulcanic-red-502392,"
                                                    $1,165                                            ",Gucci,"1,450",502392,Clutch & Evening,7.75 ,5.5 ,1.5 ,23.5 ,,"dust bag, strap","We guarantee this is an authentic GUCCI Calfskin GG Marmont Chain Wallet Vulcanic Red or 100% of your money back. This shoulder bag is crafted of lovely textured calfskin leather in red. This bag features an optional aged gold chain shoulder strap and an interlocking GG logo on the flap. This opens to a partitioned leather and fabric interior with card slots, a zipper compartment, and patch pockets. This compact, yet spacious shoulder bag is perfect for anytime of the day; whether it be for casual or formal wear, from Gucci!",Excell,,Faint scratch(es),,,
Calfskin Matelasse Mini GG Marmont Bag Black,https://www.fashionphile.com/gucci-calfskin-matelasse-mini-gg-marmont-bag-black-503919,"
                                                    $860                                            ",Gucci,980,503919,Crossbody,7 ,4.5 ,2.25 ,23.5 ,,,"We guarantee this is an authentic GUCCI Calfskin Matelasse Mini GG Marmont Bag Black or 100% of your money back. This shoulder bag is crafted of smooth and supple chevron-quilted calfskin leather in black. The bag features an aged gold chain link and leather shoulder strap, and matching gold Gucci GG logo on the front. The top zipper opens the bag to a beige microfiber interior with a flat pocket. This compact, yet spacious shoulder bag is perfect for anytime of the day, from Gucci!",Excell,"Marks, faint scuffs",Faint scratch(es),Structure wear,Surface wea,
GG Supreme Monogram Embroidered Face Mini Chain Bag Pink,https://www.fashionphile.com/gucci-gg-supreme-monogram-embroidered-face-mini-chain-bag-pink-505295,"
                                                    $805                                            ",Gucci,950,505295,Clutch & Evening,7.5 ,4.75 ,1 ,22.25 ,,"dust bag, strap","We guarantee this is an authentic GUCCI GG Supreme Monogram Embroidered Face Mini Chain Bag Pink or 100% of your money back. This chic chain bag is crafted of GG monogram. The shoulder bag features a detachable gold shoulder chain and a flap that features a face with studded eyes, pink lips and a matching pink bow with a gold GG interlocking logo. The flap opens to a pink grained leather interior with a spacious zippered currency compartment and card slots. This is a beautiful wallet on chain for your convenience with the sophisticated style only from Gucci!",Excell,"Wear at resin glazing, faint corner wear, frayed stitch(es)",,,,
Velvet Matelasse Small GG Marmont Beige,https://www.fashionphile.com/gucci-velvet-matelasse-small-gg-marmont-beige-503465,"
                                                    $895                                            ",Gucci,"1,200",503465,Crossbody,9.5 ,5.5 ,3 ,22.75 ,,dust bag,"We guarantee this is an authentic GUCCI Velvet Matelasse Small GG Marmont Beige or 100% of your money back. This shoulder bag is crafted of soft velvet in brown. This bag features an aged gold chain shoulder strap with a leather shoulder pad. The front features an interlocking aged gold GG logo and the back showcases a quilted GG. The top unzips with a beige leather zipper pull and opens to a pink satin interior with a patch pocket. This compact, yet spacious shoulder bag is perfect for any time of the day, from Gucci!",Very G,"Corner wear, scuffs , color transfer , edge wea",Scratch(es),,Marks,
