productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Taurillon Clemence Lizard Club Birkin 30 Gris Perle White Mykonos,https://www.fashionphile.com/hermes-taurillon-clemence-lizard-club-birkin-30-gris-perle-white-mykonos-394068,"
                                                    $12,950                                            ",Hermes,,394068,Handbags,11.25 ,8 ,6 ,3.75 ,1985,"clochette, lock, 2 key",We guarantee this is an authentic HERMES Taurillon Clemence Lizard Club Birkin 30 Gris Perle White Mykonos or 100% of your money back. This stylish tote is finely crafted of light gray pebbled calfskin leather and has many fine features and accessories. The sturdy top handles are rolled leather and the flap is secured with straps and polished palladium hardware including a turnlock. The elegant trim detail on the front includes white leather bordered by two thin stripes of blue lizard skin. The top flap opens to a chevre goatskin leather interior with a zippered pocket. This is an excellent everyday luxury tote for day or evening from Hermes!,Very G,"dge wear , wear at resin glazing, faint corner wea","Plating wear , turn lock is loose, faint scratch(es)",,Scuffs,
Buffalo Kelly Retourne 32 Rouge H,https://www.fashionphile.com/hermes-buffalo-kelly-retourne-32-rouge-h-308099,"
                                                    $8,500                                            ",Hermes,,308099,Handbags,12.5 ,9 ,4.5 ,17.5 ,2012,"rap, clochette, lock, two keys,","We guarantee this is an authentic HERMES Buffalo Kelly Retourne 32 Rouge H or 100% of your money back. This beautiful handbag is crafted of grained leather in deep red. The bag features a rolled leather top handle with palladium links, an optional shoulder strap, a padlock and clochette for keys, as well as a cross over flap and strap with a turn lock that opens the flap to a matching chevre goatskin leather interior. This timeless and iconic handbag is ideal for day to evening with the classic look of luxury, from Hermes! ",Very G,"Corner wear, scuffs , structure wear , edge wea","Scratch(es) , plating","Surface wear , wear at resin glazing","Creases, scuffs , imprints",
Evercolor Constance 24 Rouge Casaque,https://www.fashionphile.com/hermes-evercolor-constance-24-rouge-casaque-408519,"
                                                    $11,950                                            ",Hermes,,408519,Crossbody,9 ,7 ,2.5 ,17.5 ,2018,"box, dust bag","We guarantee this is an authentic HERMES Evercolor Constance 24 Rouge Casaque or 100% of your money back. This stylish shoulder bag is finely grained evercolor leather in red. The bag features a long shoulder strap with polished gold plated hardware including an H buckle at the flap. This opens to a compact partitioned leather interior with zipper and patch pockets. This is a bold yet sophisticated shoulder bag for day to evening looks, from Hermes!",Excell,,Protective plastic sticker(s) intact,,Scuffs,
Taurillon Clemence Kelly Ado Backpack Rouge De Coeur,https://www.fashionphile.com/hermes-taurillon-clemence-kelly-ado-backpack-rouge-de-coeur-408157,"
                                                    $13,950                                            ",Hermes,,408157,Backpacks,8.5 ,9.25 ,4.25 ,8.25 ,2019,"box, dust bag","We guarantee this is an authentic HERMES Taurillon Clemence Kelly Ado Backpack Rouge De Coeur or 100% of your money back. This chic Kelly backpack is crafted of durable, grained calfskin leather in red. The bag features matching adjustable backpack straps with polished gold-plated hardware. The crossover flap opens with a strap and turn lock closure to a red leather interior with a patch pocket. This is a perfect tote, ideal for every occasion, with the classic sophistication of Hermes!",New,,Protective plastic sticker(s) intact,,,
Evercolor Constance 24 Gold,https://www.fashionphile.com/hermes-evercolor-constance-24-gold-393131,"
                                                    $12,500                                            ",Hermes,,393131,Handbags,9 ,8 ,2.75 ,9.5 ,2019,"box, dust bag","We guarantee this is an authentic HERMES Evercolor Constance 24 Gold or 100% of your money back. This stylish shoulder bag is finely crafted of evercolor calfskin leather in golden brown. The bag features a brown shoulder strap with silver palladium plated hardware including an H buckle at the frontal flap. The flap opens to a matching partitioned leather interior with a flat pocket. This is a bold yet sophisticated shoulder bag for day, from Hermes!",New,,Protective plastic sticker(s) intact,,,
Togo Birkin 25 Rose Lipstick,https://www.fashionphile.com/hermes-togo-birkin-25-rose-lipstick-411393,"
                                                    $12,500                                            ",Hermes,,411393,Handbags,10 ,7.25 ,5 ,2.75 ,2013,"dust bag, rain coat, clochette, lock, 2 key","We guarantee this is an authentic HERMES Togo Birkin 25 Rose Lipstick or 100% of your money back. This stunning Birkin handbag is crafted of luxurious togo leather in pink. The luxurious handbag features looping leather top handles, a cross over flap and a strap closure and palladium silver hardware links. This opens to a matching chevre leather interior in pink with zipper and patch pockets. This is an excellent handbag for every occasion, from Hermes!",Very G,"Corner wear, faint scuffs",Protective plastic sticker(s) intact,,"Scuffs , marks",
Epsom Kelly Sellier 35 Black,https://www.fashionphile.com/hermes-epsom-kelly-sellier-35-black-409532,"
                                                    $15,950                                            ",Hermes,,409532,Handbags,14 ,10 ,5 ,17 ,2019,"raincoat, box, dust bag, strap, lock, 2 keys, cloc","We guarantee this is an authentic HERMES Epsom Kelly Sellier 35 Black or 100% of your money back. This stunning Hermes classic handbag is beautifully crafted in stamped epsom calfskin leather in black. A single rolled leather handle, an optional leather shoulder strap and gold plated hardware. The traditional Kelly turn lock secures the small flap with a padlock and a hanging leather key clochette accessorizes this handbag. The interior features a single flat pocket as well as a zipped wide pocket, both in chèvre goatskin leather. Timeless and sophisticated, this Kelly is a wonderful complement to any Hermes collection!",Excell,"Scuffs , marks, faint corner wea",Scratch(es),,Scuffs,
Swift Kelly Retourne 25 Rose Azalee,https://www.fashionphile.com/hermes-swift-kelly-retourne-25-rose-azalee-409208,"
                                                    $15,950                                            ",Hermes,,409208,Handbags,9.5 ,7.5 ,3.75 ,3.25 ,,"box, dust bag, rain coat, strap, clochette, lock, 2 key","We guarantee this is an authentic HERMES Swift Kelly Retourne 25 Rose Azalee or 100% of your money back. This chic and iconic handbag is expertly handcrafted of luxurious calfskin leather in pink. The bag features rolled leather top handles, a frontal flap with a strap closure with silver plated hardware including a padlock and leather covered key clochette. The top flap opens to a swift leather interior with zipper and patch pockets. This sophisticated and timeless Kelly is a true masterpiece, from Hermes!",New,,,,,
Togo Birkin 35 Vermillion,https://www.fashionphile.com/hermes-togo-birkin-35-vermillion-374656,"
                                                    $12,500                                            ",Hermes,,374656,Handbags,14 ,10.25 ,7.25 ,3.75 ,2015,"clochette, lock, 2 key","We guarantee this is an authentic HERMES Togo Birkin 35 Vermillion or 100% of your money back. This chic and iconic Birkin handbag is crafted of luxurious togo calfskin leather in red. The bag features rolled leather top handles, a cross over flap and a strap closure with silver clasps and a silver turn lock. This opens to a spacious matte chevre goatskin leather interior with zipper and patch pockets. This is an excellent tote, ideal for day or evening use, from Hermes!",Excell,,"Scratch(es) , plating",,Scuffs,
Togo Birkin 35 Gris Perle,https://www.fashionphile.com/hermes-togo-birkin-35-gris-perle-392593,"
                                                    $9,500                                            ",Hermes,,392593,Handbags,13.75 ,10 ,7.5 ,4 ,2010,"clochette, lock, 2 key","We guarantee this is an authentic HERMES Togo Birkin 35 Gris Perle or 100% of your money back. This sophisticated iconic handbag is finely hand crafted of togo calfskin leather in a lovely shade of light grey. The bag features rolled leather top handles, a short flap and a cinch style strap closure with silver palladium plated links secured by a signature silver turn lock and optional padlock and a leather covered key clochette. The flap opens to a matching matte chevre goatskin leather interior with zipper and patch pockets. This highly coveted handbag is ideal for every occasion, with the classical sophistication from Hermes!",Excell,"Structure wear , leather has been treated, faint corner wea",Faint scratch(es),"Marks, structure wear",,
Evercalf Constance 18 Black,https://www.fashionphile.com/hermes-evercalf-constance-18-black-404621,"
                                                    $8,500                                            ",Hermes,,404621,Crossbody,7 ,6 ,2 ,20 ,2018,"box, dust bag","We guarantee this is an authentic HERMES Evercalf Constance 18 Black or 100% of your money back. This is a chic small bag that is finely crafted of lightly grained evercalf calfskin leather in black. The bag features a leather cross body shoulder strap, a frontal flap and a palladium Hermes H logo. The flap opens to a partitioned leather interior. This is a fabulous day or evening bag with the classical sophistication, only from Hermes!",Very G,Scuffs,Faint scratch(es),,,
Taurillon Clemence Kelly Ado Backpack Black,https://www.fashionphile.com/hermes-taurillon-clemence-kelly-ado-backpack-black-405324,"
                                                    $13,500                                            ",Hermes,,405324,Backpacks,8.75 ,9.25 ,4 ,19 ,2019,"box, dust bag","We guarantee this is an authentic HERMES Taurillon Clemence Kelly Ado Backpack Black or 100% of your money back. This stylish backpack is crafted of calfskin leather with a cross over flap with gold plated hardware turn lock and strap anchors, with long adjustable leather shoulder straps. The top opens to a compact leather interior with a flat pocket. This is a chic backpack, ideal for everyday essentials, from Hermes! ",Excell,Faint scuffs,"Protective plastic sticker(s) intact, faint scratch(es)",,Pocket(s) stretched,
